SPL;Operator;Number of Mutants;Number of Detected  Mutants RandomWalk; Fault Detection Percentange RandomWalk;Detected Mutants Per Second RandomWalk;Number of Detected  Mutants L=1; Fault Detection Percentange L=1;Detected Mutants Per Second L=1;Number of Detected  Mutants L=2; Fault Detection Percentange L=2;Detected Mutants Per Second L=2;Number of Detected  Mutants L=3; Fault Detection Percentange L=3;Detected Mutants Per Second L=3;Number of Detected  Mutants L=4; Fault Detection Percentange L=4;Detected Mutants Per Second L=4
SAS;Edge Omitter;3215;3215;100,00;266,42;3215;100,00;911,48;3215;100,00;594,73;3215;100,00;286,43;3215;100,00;139,19
