SPL;Number of Products;ESG-Fx Number of Vertices;ESG-Fx Number of Edges; Avg Number of Vertices; Avg Number of Edges;Total Number of Sequences: randomwalk;Total Number of Events: randomwalk;Avg Number of Sequences: randomwalk;Avg Number of Events: randomwalk;Average randomwalkcoverage;Total Number of Sequences: eventcoverage;Total Number of Events: eventcoverage;Avg Number of Sequences: eventcoverage;Avg Number of Events: eventcoverage;Average eventcoverage;Total Number of Sequences: eventcouplecoverage;Total Number of Events: eventcouplecoverage;Avg Number of Sequences: eventcouplecoverage;Avg Number of Events: eventcouplecoverage;Average eventcouplecoverage;Total Number of Sequences: eventtriplecoverage;Total Number of Events: eventtriplecoverage;Avg Number of Sequences: eventtriplecoverage;Avg Number of Events: eventtriplecoverage;Average eventtriplecoverage;Total Number of Sequences: eventquadruplecoverage;Total Number of Events: eventquadruplecoverage;Avg Number of Sequences: eventquadruplecoverage;Avg Number of Events: eventquadruplecoverage;Average eventquadruplecoverage
BAv2;16;42;38;23,63;20,31;157;594;9,81;37,13;98,98;141;537;8,81;33,56;100,00;145;543;9,06;33,94;100,00;165;629;10,31;39,31;100,00;140;591;8,75;36,94;100,00
