Product ID,Features,Mutation Operator,Mutation Element,Mutant ID,Is Mutant Valid?,Is Fault Detected?
1,P01: <b, d, w, cw, tl>,Feature Omitter,d,1,true,true
1,P01: <b, d, w, cw, tl>,Feature Omitter,cw,2,true,false
1,P01: <b, d, w, cw, tl>,Feature Omitter,tl,3,true,true
1,P01: <b, d, w, cw, tl>,Feature Omitter,w,4,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,dl,1,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,d,2,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,cw,3,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,tl,4,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,w,5,true,true
26,P26: <b, d, w, cw, dl, c, i, tl>,Feature Omitter,i,1,true,true
26,P26: <b, d, w, cw, dl, c, i, tl>,Feature Omitter,dl,2,true,true
26,P26: <b, d, w, cw, dl, c, i, tl>,Feature Omitter,d,3,true,true
26,P26: <b, d, w, cw, dl, c, i, tl>,Feature Omitter,cw,4,true,true
26,P26: <b, d, w, cw, dl, c, i, tl>,Feature Omitter,c,5,true,true
26,P26: <b, d, w, cw, dl, c, i, tl>,Feature Omitter,tl,6,true,true
26,P26: <b, d, w, cw, dl, c, i, tl>,Feature Omitter,w,7,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,o,1,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,i,2,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,dl,3,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,d,4,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,cw,5,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,c,6,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,tl,7,true,true
27,P27: <b, d, w, cw, dl, o, c, i, tl>,Feature Omitter,w,8,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,o,1,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,i,2,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,dl,3,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,d,4,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,cw,5,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,c,6,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,cd,7,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,tl,8,true,true
28,P28: <b, d, w, cw, dl, o, cd, c, i, tl>,Feature Omitter,w,9,true,true
29,P29: <b, d, w, cd, c, i, tl>,Feature Omitter,i,1,true,true
29,P29: <b, d, w, cd, c, i, tl>,Feature Omitter,d,2,true,true
29,P29: <b, d, w, cd, c, i, tl>,Feature Omitter,c,3,true,true
29,P29: <b, d, w, cd, c, i, tl>,Feature Omitter,cd,4,true,true
29,P29: <b, d, w, cd, c, i, tl>,Feature Omitter,tl,5,true,true
29,P29: <b, d, w, cd, c, i, tl>,Feature Omitter,w,6,true,true
30,P30: <b, d, w, cw, cd, c, i, tl>,Feature Omitter,i,1,true,true
30,P30: <b, d, w, cw, cd, c, i, tl>,Feature Omitter,d,2,true,true
30,P30: <b, d, w, cw, cd, c, i, tl>,Feature Omitter,cw,3,true,false
30,P30: <b, d, w, cw, cd, c, i, tl>,Feature Omitter,c,4,true,true
30,P30: <b, d, w, cw, cd, c, i, tl>,Feature Omitter,cd,5,true,true
30,P30: <b, d, w, cw, cd, c, i, tl>,Feature Omitter,tl,6,true,true
30,P30: <b, d, w, cw, cd, c, i, tl>,Feature Omitter,w,7,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,i,1,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,dl,2,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,d,3,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,cw,4,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,c,5,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,cd,6,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,tl,7,true,true
31,P31: <b, d, w, cw, dl, cd, c, i, tl>,Feature Omitter,w,8,true,true
32,P32: <b, d, w, i, ie, tl>,Feature Omitter,i,1,true,true
32,P32: <b, d, w, i, ie, tl>,Feature Omitter,ie,2,true,true
32,P32: <b, d, w, i, ie, tl>,Feature Omitter,d,3,true,true
32,P32: <b, d, w, i, ie, tl>,Feature Omitter,tl,4,true,true
32,P32: <b, d, w, i, ie, tl>,Feature Omitter,w,5,true,true
33,P33: <b, d, w, cw, i, ie, tl>,Feature Omitter,i,1,true,true
33,P33: <b, d, w, cw, i, ie, tl>,Feature Omitter,ie,2,true,true
33,P33: <b, d, w, cw, i, ie, tl>,Feature Omitter,d,3,true,true
33,P33: <b, d, w, cw, i, ie, tl>,Feature Omitter,cw,4,true,false
33,P33: <b, d, w, cw, i, ie, tl>,Feature Omitter,tl,5,true,true
33,P33: <b, d, w, cw, i, ie, tl>,Feature Omitter,w,6,true,true
34,P34: <b, d, w, cw, dl, i, ie, tl>,Feature Omitter,i,1,true,true
34,P34: <b, d, w, cw, dl, i, ie, tl>,Feature Omitter,dl,2,true,true
34,P34: <b, d, w, cw, dl, i, ie, tl>,Feature Omitter,ie,3,true,true
34,P34: <b, d, w, cw, dl, i, ie, tl>,Feature Omitter,d,4,true,true
34,P34: <b, d, w, cw, dl, i, ie, tl>,Feature Omitter,cw,5,true,true
34,P34: <b, d, w, cw, dl, i, ie, tl>,Feature Omitter,tl,6,true,true
34,P34: <b, d, w, cw, dl, i, ie, tl>,Feature Omitter,w,7,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,o,1,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,i,2,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,dl,3,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,ie,4,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,d,5,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,cw,6,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,tl,7,true,true
35,P35: <b, d, w, cw, dl, o, i, ie, tl>,Feature Omitter,w,8,true,true
36,P36: <b, d, w, cd, i, ie, tl>,Feature Omitter,i,1,true,true
36,P36: <b, d, w, cd, i, ie, tl>,Feature Omitter,ie,2,true,true
36,P36: <b, d, w, cd, i, ie, tl>,Feature Omitter,d,3,true,true
36,P36: <b, d, w, cd, i, ie, tl>,Feature Omitter,cd,4,true,true
36,P36: <b, d, w, cd, i, ie, tl>,Feature Omitter,tl,5,true,true
36,P36: <b, d, w, cd, i, ie, tl>,Feature Omitter,w,6,true,true
37,P37: <b, d, w, cw, cd, i, ie, tl>,Feature Omitter,i,1,true,true
37,P37: <b, d, w, cw, cd, i, ie, tl>,Feature Omitter,ie,2,true,true
37,P37: <b, d, w, cw, cd, i, ie, tl>,Feature Omitter,d,3,true,true
37,P37: <b, d, w, cw, cd, i, ie, tl>,Feature Omitter,cw,4,true,false
37,P37: <b, d, w, cw, cd, i, ie, tl>,Feature Omitter,cd,5,true,true
37,P37: <b, d, w, cw, cd, i, ie, tl>,Feature Omitter,tl,6,true,true
37,P37: <b, d, w, cw, cd, i, ie, tl>,Feature Omitter,w,7,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,i,1,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,dl,2,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,ie,3,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,d,4,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,cw,5,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,cd,6,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,tl,7,true,true
38,P38: <b, d, w, cw, dl, cd, i, ie, tl>,Feature Omitter,w,8,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,o,1,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,i,2,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,dl,3,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,ie,4,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,d,5,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,cw,6,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,cd,7,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,tl,8,true,true
39,P39: <b, d, w, cw, dl, o, cd, i, ie, tl>,Feature Omitter,w,9,true,true
40,P40: <b, d, w, c, i, ie, tl>,Feature Omitter,i,1,true,true
40,P40: <b, d, w, c, i, ie, tl>,Feature Omitter,ie,2,true,true
40,P40: <b, d, w, c, i, ie, tl>,Feature Omitter,d,3,true,true
40,P40: <b, d, w, c, i, ie, tl>,Feature Omitter,c,4,true,true
40,P40: <b, d, w, c, i, ie, tl>,Feature Omitter,tl,5,true,true
40,P40: <b, d, w, c, i, ie, tl>,Feature Omitter,w,6,true,true
41,P41: <b, d, w, cw, c, i, ie, tl>,Feature Omitter,i,1,true,true
41,P41: <b, d, w, cw, c, i, ie, tl>,Feature Omitter,ie,2,true,true
41,P41: <b, d, w, cw, c, i, ie, tl>,Feature Omitter,d,3,true,true
41,P41: <b, d, w, cw, c, i, ie, tl>,Feature Omitter,cw,4,true,false
41,P41: <b, d, w, cw, c, i, ie, tl>,Feature Omitter,c,5,true,true
41,P41: <b, d, w, cw, c, i, ie, tl>,Feature Omitter,tl,6,true,true
41,P41: <b, d, w, cw, c, i, ie, tl>,Feature Omitter,w,7,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,i,1,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,dl,2,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,ie,3,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,d,4,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,cw,5,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,c,6,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,tl,7,true,true
42,P42: <b, d, w, cw, dl, c, i, ie, tl>,Feature Omitter,w,8,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,o,1,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,i,2,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,dl,3,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,ie,4,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,d,5,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,cw,6,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,c,7,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,tl,8,true,true
43,P43: <b, d, w, cw, dl, o, c, i, ie, tl>,Feature Omitter,w,9,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,o,1,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,i,2,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,dl,3,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,ie,4,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,d,5,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,cw,6,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,c,7,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,cd,8,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,tl,9,true,true
44,P44: <b, d, w, cw, dl, o, cd, c, i, ie, tl>,Feature Omitter,w,10,true,true
45,P45: <b, d, w, cd, c, i, ie, tl>,Feature Omitter,i,1,true,true
45,P45: <b, d, w, cd, c, i, ie, tl>,Feature Omitter,ie,2,true,true
45,P45: <b, d, w, cd, c, i, ie, tl>,Feature Omitter,d,3,true,true
45,P45: <b, d, w, cd, c, i, ie, tl>,Feature Omitter,c,4,true,true
45,P45: <b, d, w, cd, c, i, ie, tl>,Feature Omitter,cd,5,true,true
45,P45: <b, d, w, cd, c, i, ie, tl>,Feature Omitter,tl,6,true,true
45,P45: <b, d, w, cd, c, i, ie, tl>,Feature Omitter,w,7,true,true
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,i,1,true,true
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,ie,2,true,true
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,d,3,true,true
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,cw,4,true,false
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,c,5,true,true
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,cd,6,true,true
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,tl,7,true,true
46,P46: <b, d, w, cw, cd, c, i, ie, tl>,Feature Omitter,w,8,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,i,1,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,dl,2,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,ie,3,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,d,4,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,cw,5,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,c,6,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,cd,7,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,tl,8,true,true
47,P47: <b, d, w, cw, dl, cd, c, i, ie, tl>,Feature Omitter,w,9,true,true
48,P48: <b, d, w, cw, eu>,Feature Omitter,eu,1,true,false
48,P48: <b, d, w, cw, eu>,Feature Omitter,d,2,true,true
48,P48: <b, d, w, cw, eu>,Feature Omitter,cw,3,true,false
48,P48: <b, d, w, cw, eu>,Feature Omitter,w,4,true,true
49,P49: <b, d, w, cw, dl, eu>,Feature Omitter,dl,1,true,true
49,P49: <b, d, w, cw, dl, eu>,Feature Omitter,eu,2,true,false
49,P49: <b, d, w, cw, dl, eu>,Feature Omitter,d,3,true,true
49,P49: <b, d, w, cw, dl, eu>,Feature Omitter,cw,4,true,true
49,P49: <b, d, w, cw, dl, eu>,Feature Omitter,w,5,true,true
50,P50: <b, d, w, cw, dl, o, eu>,Feature Omitter,o,1,true,true
