Product ID,Features,Mutation Operator,Mutation Element,Mutant ID,Is Mutant Valid?,Is Fault Detected?
1,P01: <b, d, w, cw, tl>,Feature Omitter,d,1,true,true
1,P01: <b, d, w, cw, tl>,Feature Omitter,cw,2,true,false
1,P01: <b, d, w, cw, tl>,Feature Omitter,tl,3,true,true
1,P01: <b, d, w, cw, tl>,Feature Omitter,w,4,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,dl,1,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,d,2,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,cw,3,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,tl,4,true,true
2,P02: <b, d, w, cw, dl, tl>,Feature Omitter,w,5,true,true
3,P03: <b, d, w, cw, dl, o, tl>,Feature Omitter,o,1,true,true
3,P03: <b, d, w, cw, dl, o, tl>,Feature Omitter,dl,2,true,true
3,P03: <b, d, w, cw, dl, o, tl>,Feature Omitter,d,3,true,true
3,P03: <b, d, w, cw, dl, o, tl>,Feature Omitter,cw,4,true,true
3,P03: <b, d, w, cw, dl, o, tl>,Feature Omitter,tl,5,true,true
3,P03: <b, d, w, cw, dl, o, tl>,Feature Omitter,w,6,true,true
4,P04: <b, d, w, cd, tl>,Feature Omitter,d,1,true,true
4,P04: <b, d, w, cd, tl>,Feature Omitter,cd,2,true,true
4,P04: <b, d, w, cd, tl>,Feature Omitter,tl,3,true,true
4,P04: <b, d, w, cd, tl>,Feature Omitter,w,4,true,true
5,P05: <b, d, w, cw, cd, tl>,Feature Omitter,d,1,true,true
5,P05: <b, d, w, cw, cd, tl>,Feature Omitter,cw,2,true,false
5,P05: <b, d, w, cw, cd, tl>,Feature Omitter,cd,3,true,true
5,P05: <b, d, w, cw, cd, tl>,Feature Omitter,tl,4,true,true
5,P05: <b, d, w, cw, cd, tl>,Feature Omitter,w,5,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Feature Omitter,dl,1,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Feature Omitter,d,2,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Feature Omitter,cw,3,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Feature Omitter,cd,4,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Feature Omitter,tl,5,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Feature Omitter,w,6,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Feature Omitter,o,1,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Feature Omitter,dl,2,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Feature Omitter,d,3,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Feature Omitter,cw,4,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Feature Omitter,cd,5,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Feature Omitter,tl,6,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Feature Omitter,w,7,true,true
8,P08: <b, d, w, c, tl>,Feature Omitter,d,1,true,true
8,P08: <b, d, w, c, tl>,Feature Omitter,c,2,true,true
8,P08: <b, d, w, c, tl>,Feature Omitter,tl,3,true,true
8,P08: <b, d, w, c, tl>,Feature Omitter,w,4,true,true
9,P09: <b, d, w, cw, c, tl>,Feature Omitter,d,1,true,true
9,P09: <b, d, w, cw, c, tl>,Feature Omitter,cw,2,true,false
9,P09: <b, d, w, cw, c, tl>,Feature Omitter,c,3,true,true
9,P09: <b, d, w, cw, c, tl>,Feature Omitter,tl,4,true,true
9,P09: <b, d, w, cw, c, tl>,Feature Omitter,w,5,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Feature Omitter,dl,1,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Feature Omitter,d,2,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Feature Omitter,cw,3,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Feature Omitter,c,4,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Feature Omitter,tl,5,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Feature Omitter,w,6,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Feature Omitter,o,1,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Feature Omitter,dl,2,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Feature Omitter,d,3,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Feature Omitter,cw,4,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Feature Omitter,c,5,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Feature Omitter,tl,6,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Feature Omitter,w,7,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,o,1,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,dl,2,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,d,3,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,cw,4,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,c,5,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,cd,6,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,tl,7,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Feature Omitter,w,8,true,true
13,P13: <b, d, w, cd, c, tl>,Feature Omitter,d,1,true,true
13,P13: <b, d, w, cd, c, tl>,Feature Omitter,c,2,true,true
13,P13: <b, d, w, cd, c, tl>,Feature Omitter,cd,3,true,true
13,P13: <b, d, w, cd, c, tl>,Feature Omitter,tl,4,true,true
13,P13: <b, d, w, cd, c, tl>,Feature Omitter,w,5,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Feature Omitter,d,1,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Feature Omitter,cw,2,true,false
14,P14: <b, d, w, cw, cd, c, tl>,Feature Omitter,c,3,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Feature Omitter,cd,4,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Feature Omitter,tl,5,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Feature Omitter,w,6,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Feature Omitter,dl,1,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Feature Omitter,d,2,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Feature Omitter,cw,3,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Feature Omitter,c,4,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Feature Omitter,cd,5,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Feature Omitter,tl,6,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Feature Omitter,w,7,true,true
16,P16: <b, d, w, i, tl>,Feature Omitter,i,1,true,true
16,P16: <b, d, w, i, tl>,Feature Omitter,d,2,true,true
16,P16: <b, d, w, i, tl>,Feature Omitter,tl,3,true,true
16,P16: <b, d, w, i, tl>,Feature Omitter,w,4,true,true
17,P17: <b, d, w, cw, i, tl>,Feature Omitter,i,1,true,true
17,P17: <b, d, w, cw, i, tl>,Feature Omitter,d,2,true,true
17,P17: <b, d, w, cw, i, tl>,Feature Omitter,cw,3,true,false
17,P17: <b, d, w, cw, i, tl>,Feature Omitter,tl,4,true,true
17,P17: <b, d, w, cw, i, tl>,Feature Omitter,w,5,true,true
18,P18: <b, d, w, cw, dl, i, tl>,Feature Omitter,i,1,true,true
18,P18: <b, d, w, cw, dl, i, tl>,Feature Omitter,dl,2,true,true
18,P18: <b, d, w, cw, dl, i, tl>,Feature Omitter,d,3,true,true
18,P18: <b, d, w, cw, dl, i, tl>,Feature Omitter,cw,4,true,true
18,P18: <b, d, w, cw, dl, i, tl>,Feature Omitter,tl,5,true,true
18,P18: <b, d, w, cw, dl, i, tl>,Feature Omitter,w,6,true,true
19,P19: <b, d, w, cw, dl, o, i, tl>,Feature Omitter,o,1,true,true
19,P19: <b, d, w, cw, dl, o, i, tl>,Feature Omitter,i,2,true,true
19,P19: <b, d, w, cw, dl, o, i, tl>,Feature Omitter,dl,3,true,true
19,P19: <b, d, w, cw, dl, o, i, tl>,Feature Omitter,d,4,true,true
19,P19: <b, d, w, cw, dl, o, i, tl>,Feature Omitter,cw,5,true,true
19,P19: <b, d, w, cw, dl, o, i, tl>,Feature Omitter,tl,6,true,true
19,P19: <b, d, w, cw, dl, o, i, tl>,Feature Omitter,w,7,true,true
20,P20: <b, d, w, cd, i, tl>,Feature Omitter,i,1,true,true
20,P20: <b, d, w, cd, i, tl>,Feature Omitter,d,2,true,true
20,P20: <b, d, w, cd, i, tl>,Feature Omitter,cd,3,true,true
20,P20: <b, d, w, cd, i, tl>,Feature Omitter,tl,4,true,true
20,P20: <b, d, w, cd, i, tl>,Feature Omitter,w,5,true,true
21,P21: <b, d, w, cw, cd, i, tl>,Feature Omitter,i,1,true,true
21,P21: <b, d, w, cw, cd, i, tl>,Feature Omitter,d,2,true,true
21,P21: <b, d, w, cw, cd, i, tl>,Feature Omitter,cw,3,true,false
21,P21: <b, d, w, cw, cd, i, tl>,Feature Omitter,cd,4,true,true
21,P21: <b, d, w, cw, cd, i, tl>,Feature Omitter,tl,5,true,true
21,P21: <b, d, w, cw, cd, i, tl>,Feature Omitter,w,6,true,true
22,P22: <b, d, w, cw, dl, cd, i, tl>,Feature Omitter,i,1,true,true
22,P22: <b, d, w, cw, dl, cd, i, tl>,Feature Omitter,dl,2,true,true
22,P22: <b, d, w, cw, dl, cd, i, tl>,Feature Omitter,d,3,true,true
22,P22: <b, d, w, cw, dl, cd, i, tl>,Feature Omitter,cw,4,true,true
22,P22: <b, d, w, cw, dl, cd, i, tl>,Feature Omitter,cd,5,true,true
22,P22: <b, d, w, cw, dl, cd, i, tl>,Feature Omitter,tl,6,true,true
22,P22: <b, d, w, cw, dl, cd, i, tl>,Feature Omitter,w,7,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,o,1,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,i,2,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,dl,3,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,d,4,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,cw,5,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,cd,6,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,tl,7,true,true
23,P23: <b, d, w, cw, dl, o, cd, i, tl>,Feature Omitter,w,8,true,true
24,P24: <b, d, w, c, i, tl>,Feature Omitter,i,1,true,true
24,P24: <b, d, w, c, i, tl>,Feature Omitter,d,2,true,true
24,P24: <b, d, w, c, i, tl>,Feature Omitter,c,3,true,true
24,P24: <b, d, w, c, i, tl>,Feature Omitter,tl,4,true,true
24,P24: <b, d, w, c, i, tl>,Feature Omitter,w,5,true,true
25,P25: <b, d, w, cw, c, i, tl>,Feature Omitter,i,1,true,true
25,P25: <b, d, w, cw, c, i, tl>,Feature Omitter,d,2,true,true
25,P25: <b, d, w, cw, c, i, tl>,Feature Omitter,cw,3,true,false
25,P25: <b, d, w, cw, c, i, tl>,Feature Omitter,c,4,true,true
25,P25: <b, d, w, cw, c, i, tl>,Feature Omitter,tl,5,true,true
25,P25: <b, d, w, cw, c, i, tl>,Feature Omitter,w,6,true,true
