SPL;Operator;Number of Mutants;Number of Detected  Mutants RandomWalk; Fault Detection Percentange RandomWalk;Detected Mutants Per Second RandomWalk;Number of Detected  Mutants L=1; Fault Detection Percentange L=1;Detected Mutants Per Second L=1;Number of Detected  Mutants L=2; Fault Detection Percentange L=2;Detected Mutants Per Second L=2;Number of Detected  Mutants L=3; Fault Detection Percentange L=3;Detected Mutants Per Second L=3;Number of Detected  Mutants L=4; Fault Detection Percentange L=4;Detected Mutants Per Second L=4
SVM;Edge Omitter;5;5;100,00;518,00;5;100,00;2695,55;5;100,00;2833,33;5;100,00;3606,30;5;100,00;3615,90
