SPL;Operator;Number of Mutants;Number of Detected  Mutants RandomWalk; Fault Detection Percentange RandomWalk;Detected Mutants Per Second RandomWalk;Number of Detected  Mutants L=1; Fault Detection Percentange L=1;Detected Mutants Per Second L=1;Number of Detected  Mutants L=2; Fault Detection Percentange L=2;Detected Mutants Per Second L=2;Number of Detected  Mutants L=3; Fault Detection Percentange L=3;Detected Mutants Per Second L=3;Number of Detected  Mutants L=4; Fault Detection Percentange L=4;Detected Mutants Per Second L=4
Tesla;Edge Omitter;405465;322167;79,46;374,14;341278;84,17;480,74;405465;100,00;197,16;405465;100,00;104,50;405465;100,00;77,47
