SPL;Operator;Number of Mutants;Number of Detected  Mutants RandomWalk; Fault Detection Percentange RandomWalk;Detected Mutants Per Second RandomWalk;Number of Detected  Mutants L=1; Fault Detection Percentange L=1;Detected Mutants Per Second L=1;Number of Detected  Mutants L=2; Fault Detection Percentange L=2;Detected Mutants Per Second L=2;Number of Detected  Mutants L=3; Fault Detection Percentange L=3;Detected Mutants Per Second L=3;Number of Detected  Mutants L=4; Fault Detection Percentange L=4;Detected Mutants Per Second L=4
BAv2;Edge Omitter;245;243;99,18;2958,27;245;100,00;4706,50;245;100,00;5066,31;245;100,00;3783,72;227;92,65;3577,83
