SPL;Operator;Number of Mutants;Number of Detected  Mutants RandomWalk; Fault Detection Percentange RandomWalk;Detected Mutants Per Second RandomWalk;Number of Detected  Mutants L=1; Fault Detection Percentange L=1;Detected Mutants Per Second L=1;Number of Detected  Mutants L=2; Fault Detection Percentange L=2;Detected Mutants Per Second L=2;Number of Detected  Mutants L=3; Fault Detection Percentange L=3;Detected Mutants Per Second L=3;Number of Detected  Mutants L=4; Fault Detection Percentange L=4;Detected Mutants Per Second L=4
eM;Edge Omitter;22;22;100,00;322,82;22;100,00;1411,77;22;100,00;1378,69;22;100,00;500,88;22;100,00;123,99
