SPL;Number of Products;ESG-Fx Number of Vertices;ESG-Fx Number of Edges; Avg Number of Vertices; Avg Number of Edges;Total Number of Sequences: randomwalk;Total Number of Events: randomwalk;Avg Number of Sequences: randomwalk;Avg Number of Events: randomwalk;Average randomwalkcoverage;Total Number of Sequences: eventcoverage;Total Number of Events: eventcoverage;Avg Number of Sequences: eventcoverage;Avg Number of Events: eventcoverage;Average eventcoverage;Total Number of Sequences: eventcouplecoverage;Total Number of Events: eventcouplecoverage;Avg Number of Sequences: eventcouplecoverage;Avg Number of Events: eventcouplecoverage;Average eventcouplecoverage;Total Number of Sequences: eventtriplecoverage;Total Number of Events: eventtriplecoverage;Avg Number of Sequences: eventtriplecoverage;Avg Number of Events: eventtriplecoverage;Average eventtriplecoverage;Total Number of Sequences: eventquadruplecoverage;Total Number of Events: eventquadruplecoverage;Avg Number of Sequences: eventquadruplecoverage;Avg Number of Events: eventquadruplecoverage;Average eventquadruplecoverage
Tesla;14222;67;272;29,33;37,65;49064;1310269;3,45;92,13;80,17;46737;1231061;3,29;86,56;100,00;107809;2872980;7,58;202,01;100,00;175038;4723211;12,31;332,11;100,00;219945;5999282;15,47;421,83;100,00
