ProductID;L=3;V_3;E_3;L=4;V_4;E_4;
1767;L=3;41;67;L=4;67;114;
1768;L=3;45;72;L=4;72;120;
1769;L=3;50;88;L=4;88;159;
1770;L=3;54;93;L=4;93;165;
1771;L=3;57;99;L=4;99;174;
1772;L=3;39;57;L=4;57;84;
1773;L=3;43;62;L=4;62;90;
1774;L=3;48;78;L=4;78;129;
1775;L=3;52;83;L=4;83;135;
1776;L=3;61;104;L=4;104;180;
1777;L=3;60;106;L=4;106;191;
1778;L=3;64;111;L=4;111;197;
1779;L=3;59;104;L=4;104;182;
1780;L=3;25;30;L=4;30;32;
1781;L=3;29;35;L=4;35;38;
1782;L=3;34;51;L=4;51;77;
1783;L=3;38;56;L=4;56;83;
1784;L=3;43;72;L=4;72;122;
1785;L=3;47;77;L=4;77;128;
1786;L=3;52;93;L=4;93;167;
1787;L=3;34;51;L=4;51;77;
1788;L=3;38;56;L=4;56;83;
1789;L=3;43;72;L=4;72;122;
1790;L=3;47;77;L=4;77;128;
1791;L=3;56;98;L=4;98;173;
1792;L=3;63;109;L=4;109;188;
1793;L=3;41;62;L=4;62;92;
1794;L=3;45;67;L=4;67;98;
1795;L=3;50;83;L=4;83;137;
1796;L=3;54;88;L=4;88;143;
1797;L=3;63;112;L=4;112;200;
1798;L=3;28;31;L=4;31;31;
1799;L=3;33;47;L=4;47;70;
1800;L=3;37;52;L=4;52;76;
1801;L=3;42;68;L=4;68;115;
1802;L=3;46;73;L=4;73;121;
1803;L=3;51;89;L=4;89;160;
1804;L=3;37;52;L=4;52;76;
1805;L=3;42;68;L=4;68;115;
1806;L=3;46;73;L=4;73;121;
1807;L=3;55;94;L=4;94;166;
1808;L=3;58;100;L=4;100;175;
1809;L=3;44;63;L=4;63;91;
1810;L=3;49;79;L=4;79;130;
1811;L=3;53;84;L=4;84;136;
1812;L=3;62;105;L=4;105;181;
1813;L=3;61;107;L=4;107;192;
1814;L=3;65;112;L=4;112;198;
1815;L=3;67;117;L=4;117;206;
1816;L=3;33;47;L=4;47;70;
1817;L=3;37;52;L=4;52;76;
1818;L=3;42;68;L=4;68;115;
1819;L=3;46;73;L=4;73;121;
1820;L=3;51;89;L=4;89;160;
1821;L=3;55;94;L=4;94;166;
1822;L=3;58;100;L=4;100;175;
1823;L=3;40;58;L=4;58;85;
1824;L=3;44;63;L=4;63;91;
1825;L=3;49;79;L=4;79;130;
1826;L=3;53;84;L=4;84;136;
1827;L=3;62;105;L=4;105;181;
1828;L=3;61;107;L=4;107;192;
1829;L=3;65;112;L=4;112;198;
1830;L=3;60;105;L=4;105;183;
1831;L=3;26;31;L=4;31;33;
1832;L=3;30;36;L=4;36;39;
1833;L=3;35;52;L=4;52;78;
1834;L=3;39;57;L=4;57;84;
1835;L=3;44;73;L=4;73;123;
1836;L=3;48;78;L=4;78;129;
1837;L=3;53;94;L=4;94;168;
1838;L=3;35;52;L=4;52;78;
1839;L=3;39;57;L=4;57;84;
1840;L=3;44;73;L=4;73;123;
1841;L=3;48;78;L=4;78;129;
1842;L=3;57;99;L=4;99;174;
1843;L=3;64;110;L=4;110;189;
1844;L=3;42;63;L=4;63;93;
1845;L=3;46;68;L=4;68;99;
1846;L=3;51;84;L=4;84;138;
1847;L=3;55;89;L=4;89;144;
1848;L=3;69;119;L=4;119;208;
1849;L=3;24;26;L=4;26;26;
1850;L=3;29;42;L=4;42;65;
1851;L=3;33;47;L=4;47;71;
1852;L=3;38;63;L=4;63;110;
1853;L=3;42;68;L=4;68;116;
1854;L=3;47;84;L=4;84;155;
1855;L=3;33;47;L=4;47;71;
1856;L=3;38;63;L=4;63;110;
1857;L=3;42;68;L=4;68;116;
1858;L=3;51;89;L=4;89;161;
1859;L=3;54;95;L=4;95;170;
1860;L=3;40;58;L=4;58;86;
1861;L=3;45;74;L=4;74;125;
1862;L=3;49;79;L=4;79;131;
1863;L=3;58;100;L=4;100;176;
1864;L=3;57;102;L=4;102;187;
1865;L=3;61;107;L=4;107;193;
1866;L=3;59;107;L=4;107;195;
1867;L=3;29;42;L=4;42;65;
1868;L=3;33;47;L=4;47;71;
1869;L=3;38;63;L=4;63;110;
1870;L=3;42;68;L=4;68;116;
1871;L=3;47;84;L=4;84;155;
1872;L=3;51;89;L=4;89;161;
1873;L=3;54;95;L=4;95;170;
1874;L=3;36;53;L=4;53;80;
1875;L=3;40;58;L=4;58;86;
1876;L=3;45;74;L=4;74;125;
1877;L=3;49;79;L=4;79;131;
1878;L=3;58;100;L=4;100;176;
1879;L=3;57;102;L=4;102;187;
1880;L=3;61;107;L=4;107;193;
1881;L=3;63;112;L=4;112;201;
1882;L=3;17;18;L=4;18;17;
1883;L=3;22;26;L=4;26;28;
1884;L=3;26;31;L=4;31;34;
1885;L=3;35;52;L=4;52;79;
1886;L=3;31;47;L=4;47;73;
1887;L=3;40;68;L=4;68;118;
1888;L=3;44;73;L=4;73;124;
1889;L=3;49;89;L=4;89;163;
1890;L=3;31;47;L=4;47;73;
1891;L=3;35;52;L=4;52;79;
1892;L=3;40;68;L=4;68;118;
1893;L=3;44;73;L=4;73;124;
1894;L=3;53;94;L=4;94;169;
1895;L=3;56;100;L=4;100;178;
1896;L=3;38;58;L=4;58;88;
1897;L=3;42;63;L=4;63;94;
1898;L=3;47;79;L=4;79;133;
1899;L=3;51;84;L=4;84;139;
1900;L=3;60;105;L=4;105;184;
1901;L=3;64;113;L=4;113;201;
1902;L=3;29;32;L=4;32;32;
1903;L=3;34;48;L=4;48;71;
1904;L=3;38;53;L=4;53;77;
1905;L=3;43;69;L=4;69;116;
1906;L=3;47;74;L=4;74;122;
1907;L=3;52;90;L=4;90;161;
1908;L=3;38;53;L=4;53;77;
1909;L=3;43;69;L=4;69;116;
1910;L=3;47;74;L=4;74;122;
1911;L=3;56;95;L=4;95;167;
1912;L=3;59;101;L=4;101;176;
1913;L=3;45;64;L=4;64;92;
1914;L=3;50;80;L=4;80;131;
1915;L=3;54;85;L=4;85;137;
1916;L=3;63;106;L=4;106;182;
1917;L=3;62;108;L=4;108;193;
1918;L=3;66;113;L=4;113;199;
1919;L=3;68;118;L=4;118;207;
1920;L=3;34;48;L=4;48;71;
1921;L=3;38;53;L=4;53;77;
1922;L=3;43;69;L=4;69;116;
1923;L=3;47;74;L=4;74;122;
1924;L=3;52;90;L=4;90;161;
1925;L=3;56;95;L=4;95;167;
1926;L=3;59;101;L=4;101;176;
1927;L=3;41;59;L=4;59;86;
1928;L=3;45;64;L=4;64;92;
1929;L=3;50;80;L=4;80;131;
1930;L=3;54;85;L=4;85;137;
1931;L=3;63;106;L=4;106;182;
1932;L=3;62;108;L=4;108;193;
1933;L=3;66;113;L=4;113;199;
1934;L=3;61;106;L=4;106;184;
1935;L=3;27;32;L=4;32;34;
1936;L=3;31;37;L=4;37;40;
1937;L=3;36;53;L=4;53;79;
1938;L=3;40;58;L=4;58;85;
1939;L=3;45;74;L=4;74;124;
1940;L=3;49;79;L=4;79;130;
1941;L=3;54;95;L=4;95;169;
1942;L=3;36;53;L=4;53;79;
1943;L=3;40;58;L=4;58;85;
1944;L=3;45;74;L=4;74;124;
1945;L=3;49;79;L=4;79;130;
1946;L=3;58;100;L=4;100;175;
1947;L=3;65;111;L=4;111;190;
1948;L=3;43;64;L=4;64;94;
1949;L=3;47;69;L=4;69;100;
1950;L=3;52;85;L=4;85;139;
1951;L=3;56;90;L=4;90;145;
1952;L=3;63;109;L=4;109;194;
1953;L=3;30;33;L=4;33;33;
1954;L=3;35;49;L=4;49;72;
1955;L=3;39;54;L=4;54;78;
1956;L=3;44;70;L=4;70;117;
1957;L=3;48;75;L=4;75;123;
1958;L=3;53;91;L=4;91;162;
1959;L=3;39;54;L=4;54;78;
1960;L=3;44;70;L=4;70;117;
1961;L=3;48;75;L=4;75;123;
1962;L=3;57;96;L=4;96;168;
1963;L=3;60;102;L=4;102;177;
1964;L=3;46;65;L=4;65;93;
1965;L=3;51;81;L=4;81;132;
1966;L=3;55;86;L=4;86;138;
1967;L=3;64;107;L=4;107;183;
1968;L=3;67;114;L=4;114;200;
1969;L=3;63;109;L=4;109;194;
1970;L=3;35;49;L=4;49;72;
1971;L=3;39;54;L=4;54;78;
1972;L=3;44;70;L=4;70;117;
1973;L=3;48;75;L=4;75;123;
1974;L=3;53;91;L=4;91;162;
1975;L=3;57;96;L=4;96;168;
1976;L=3;60;102;L=4;102;177;
1977;L=3;42;60;L=4;60;87;
1978;L=3;46;65;L=4;65;93;
1979;L=3;51;81;L=4;81;132;
1980;L=3;55;86;L=4;86;138;
1981;L=3;64;107;L=4;107;183;
1982;L=3;67;114;L=4;114;200;
1983;L=3;55;96;L=4;96;170;
1984;L=3;28;33;L=4;33;35;
1985;L=3;32;38;L=4;38;41;
1986;L=3;37;54;L=4;54;80;
1987;L=3;41;59;L=4;59;86;
1988;L=3;46;75;L=4;75;125;
1989;L=3;50;80;L=4;80;131;
1990;L=3;59;101;L=4;101;176;
1991;L=3;37;54;L=4;54;80;
1992;L=3;41;59;L=4;59;86;
1993;L=3;46;75;L=4;75;125;
1994;L=3;50;80;L=4;80;131;
1995;L=3;53;86;L=4;86;140;
1996;L=3;44;65;L=4;65;95;
1997;L=3;48;70;L=4;70;101;
1998;L=3;57;91;L=4;91;146;
1999;L=3;53;86;L=4;86;140;
2000;L=3;22;24;L=4;24;24;
2001;L=3;27;40;L=4;40;63;
2002;L=3;31;45;L=4;45;69;
2003;L=3;36;61;L=4;61;108;
2004;L=3;40;66;L=4;66;114;
2005;L=3;45;82;L=4;82;153;
2006;L=3;31;45;L=4;45;69;
2007;L=3;36;61;L=4;61;108;
2008;L=3;40;66;L=4;66;114;
2009;L=3;49;87;L=4;87;159;
2010;L=3;52;93;L=4;93;168;
2011;L=3;38;56;L=4;56;84;
2012;L=3;43;72;L=4;72;123;
2013;L=3;47;77;L=4;77;129;
2014;L=3;56;98;L=4;98;174;
2015;L=3;55;100;L=4;100;185;
2016;L=3;59;105;L=4;105;191;
2017;L=3;57;103;L=4;103;189;
2018;L=3;27;40;L=4;40;63;
2019;L=3;31;45;L=4;45;69;
2020;L=3;36;61;L=4;61;108;
2021;L=3;40;66;L=4;66;114;
2022;L=3;45;82;L=4;82;153;
2023;L=3;49;87;L=4;87;159;
2024;L=3;52;93;L=4;93;168;
2025;L=3;34;51;L=4;51;78;
2026;L=3;38;56;L=4;56;84;
2027;L=3;43;72;L=4;72;123;
2028;L=3;47;77;L=4;77;129;
2029;L=3;56;98;L=4;98;174;
2030;L=3;55;100;L=4;100;185;
2031;L=3;59;105;L=4;105;191;
2032;L=3;61;108;L=4;108;195;
2033;L=3;20;22;L=4;22;22;
2034;L=3;24;27;L=4;27;28;
2035;L=3;29;43;L=4;43;67;
2036;L=3;33;48;L=4;48;73;
2037;L=3;38;64;L=4;64;112;
2038;L=3;42;69;L=4;69;118;
2039;L=3;47;85;L=4;85;157;
2040;L=3;29;43;L=4;43;67;
2041;L=3;33;48;L=4;48;73;
2042;L=3;38;64;L=4;64;112;
2043;L=3;42;69;L=4;69;118;
2044;L=3;51;90;L=4;90;163;
2045;L=3;54;96;L=4;96;172;
2046;L=3;36;54;L=4;54;82;
2047;L=3;40;59;L=4;59;88;
2048;L=3;45;75;L=4;75;127;
2049;L=3;49;80;L=4;80;133;
2050;L=3;58;101;L=4;101;178;
2051;L=3;58;104;L=4;104;190;
2052;L=3;23;25;L=4;25;25;
2053;L=3;28;41;L=4;41;64;
2054;L=3;32;46;L=4;46;70;
2055;L=3;37;62;L=4;62;109;
2056;L=3;41;67;L=4;67;115;
2057;L=3;46;83;L=4;83;154;
2058;L=3;32;46;L=4;46;70;
2059;L=3;37;62;L=4;62;109;
2060;L=3;41;67;L=4;67;115;
2061;L=3;50;88;L=4;88;160;
2062;L=3;53;94;L=4;94;169;
2063;L=3;39;57;L=4;57;85;
2064;L=3;44;73;L=4;73;124;
2065;L=3;48;78;L=4;78;130;
2066;L=3;57;99;L=4;99;175;
2067;L=3;56;101;L=4;101;186;
2068;L=3;60;106;L=4;106;192;
2069;L=3;62;109;L=4;109;196;
2070;L=3;28;41;L=4;41;64;
2071;L=3;32;46;L=4;46;70;
2072;L=3;37;62;L=4;62;109;
2073;L=3;41;67;L=4;67;115;
2074;L=3;46;83;L=4;83;154;
2075;L=3;50;88;L=4;88;160;
2076;L=3;53;94;L=4;94;169;
2077;L=3;35;52;L=4;52;79;
2078;L=3;39;57;L=4;57;85;
2079;L=3;44;73;L=4;73;124;
2080;L=3;48;78;L=4;78;130;
2081;L=3;57;99;L=4;99;175;
2082;L=3;56;101;L=4;101;186;
2083;L=3;60;106;L=4;106;192;
2084;L=3;55;97;L=4;97;173;
2085;L=3;21;23;L=4;23;23;
2086;L=3;25;28;L=4;28;29;
2087;L=3;30;44;L=4;44;68;
2088;L=3;34;49;L=4;49;74;
2089;L=3;39;65;L=4;65;113;
2090;L=3;43;70;L=4;70;119;
2091;L=3;48;86;L=4;86;158;
2092;L=3;30;44;L=4;44;68;
2093;L=3;34;49;L=4;49;74;
2094;L=3;39;65;L=4;65;113;
2095;L=3;43;70;L=4;70;119;
2096;L=3;52;91;L=4;91;164;
2097;L=3;59;102;L=4;102;179;
2098;L=3;37;55;L=4;55;83;
2099;L=3;41;60;L=4;60;89;
2100;L=3;46;76;L=4;76;128;
2101;L=3;50;81;L=4;81;134;
2102;L=3;62;111;L=4;111;199;
2103;L=3;26;29;L=4;29;29;
2104;L=3;31;45;L=4;45;68;
2105;L=3;35;50;L=4;50;74;
2106;L=3;40;66;L=4;66;113;
2107;L=3;44;71;L=4;71;119;
2108;L=3;49;87;L=4;87;158;
2109;L=3;35;50;L=4;50;74;
2110;L=3;40;66;L=4;66;113;
2111;L=3;44;71;L=4;71;119;
2112;L=3;53;92;L=4;92;164;
2113;L=3;56;98;L=4;98;173;
2114;L=3;42;61;L=4;61;89;
2115;L=3;47;77;L=4;77;128;
2116;L=3;51;82;L=4;82;134;
2117;L=3;60;103;L=4;103;179;
2118;L=3;59;105;L=4;105;190;
2119;L=3;63;110;L=4;110;196;
2120;L=3;61;110;L=4;110;198;
2121;L=3;31;45;L=4;45;68;
2122;L=3;35;50;L=4;50;74;
2123;L=3;40;66;L=4;66;113;
2124;L=3;44;71;L=4;71;119;
2125;L=3;49;87;L=4;87;158;
2126;L=3;53;92;L=4;92;164;
2127;L=3;56;98;L=4;98;173;
2128;L=3;38;56;L=4;56;83;
2129;L=3;42;61;L=4;61;89;
2130;L=3;47;77;L=4;77;128;
2131;L=3;51;82;L=4;82;134;
2132;L=3;60;103;L=4;103;179;
2133;L=3;59;105;L=4;105;190;
2134;L=3;63;110;L=4;110;196;
2135;L=3;65;115;L=4;115;204;
2136;L=3;24;29;L=4;29;31;
2137;L=3;28;34;L=4;34;37;
2138;L=3;33;50;L=4;50;76;
2139;L=3;37;55;L=4;55;82;
2140;L=3;42;71;L=4;71;121;
2141;L=3;46;76;L=4;76;127;
2142;L=3;51;92;L=4;92;166;
2143;L=3;33;50;L=4;50;76;
2144;L=3;37;55;L=4;55;82;
2145;L=3;42;71;L=4;71;121;
2146;L=3;46;76;L=4;76;127;
2147;L=3;55;97;L=4;97;172;
2148;L=3;58;103;L=4;103;181;
2149;L=3;40;61;L=4;61;91;
2150;L=3;44;66;L=4;66;97;
2151;L=3;49;82;L=4;82;136;
2152;L=3;53;87;L=4;87;142;
2153;L=3;62;108;L=4;108;187;
2154;L=3;66;116;L=4;116;205;
2155;L=3;27;30;L=4;30;30;
2156;L=3;32;46;L=4;46;69;
2157;L=3;36;51;L=4;51;75;
2158;L=3;41;67;L=4;67;114;
2159;L=3;45;72;L=4;72;120;
2160;L=3;50;88;L=4;88;159;
2161;L=3;36;51;L=4;51;75;
2162;L=3;41;67;L=4;67;114;
2163;L=3;45;72;L=4;72;120;
2164;L=3;54;93;L=4;93;165;
2165;L=3;57;99;L=4;99;174;
2166;L=3;43;62;L=4;62;90;
2167;L=3;48;78;L=4;78;129;
2168;L=3;52;83;L=4;83;135;
2169;L=3;61;104;L=4;104;180;
2170;L=3;60;106;L=4;106;191;
2171;L=3;64;111;L=4;111;197;
2172;L=3;60;106;L=4;106;191;
2173;L=3;32;46;L=4;46;69;
2174;L=3;36;51;L=4;51;75;
2175;L=3;41;67;L=4;67;114;
2176;L=3;45;72;L=4;72;120;
2177;L=3;50;88;L=4;88;159;
2178;L=3;54;93;L=4;93;165;
2179;L=3;57;99;L=4;99;174;
2180;L=3;39;57;L=4;57;84;
2181;L=3;43;62;L=4;62;90;
2182;L=3;48;78;L=4;78;129;
2183;L=3;52;83;L=4;83;135;
2184;L=3;61;104;L=4;104;180;
2185;L=3;64;111;L=4;111;197;
2186;L=3;59;104;L=4;104;182;
2187;L=3;25;30;L=4;30;32;
2188;L=3;29;35;L=4;35;38;
2189;L=3;34;51;L=4;51;77;
2190;L=3;38;56;L=4;56;83;
2191;L=3;43;72;L=4;72;122;
2192;L=3;47;77;L=4;77;128;
2193;L=3;52;93;L=4;93;167;
2194;L=3;34;51;L=4;51;77;
2195;L=3;38;56;L=4;56;83;
2196;L=3;43;72;L=4;72;122;
2197;L=3;47;77;L=4;77;128;
2198;L=3;56;98;L=4;98;173;
2199;L=3;63;109;L=4;109;188;
2200;L=3;41;62;L=4;62;92;
2201;L=3;45;67;L=4;67;98;
2202;L=3;50;83;L=4;83;137;
2203;L=3;54;88;L=4;88;143;
2204;L=3;64;113;L=4;113;201;
2205;L=3;23;25;L=4;25;25;
2206;L=3;28;41;L=4;41;64;
2207;L=3;32;46;L=4;46;70;
2208;L=3;37;62;L=4;62;109;
2209;L=3;41;67;L=4;67;115;
2210;L=3;46;83;L=4;83;154;
2211;L=3;32;46;L=4;46;70;
2212;L=3;37;62;L=4;62;109;
2213;L=3;41;67;L=4;67;115;
2214;L=3;50;88;L=4;88;160;
2215;L=3;53;94;L=4;94;169;
2216;L=3;39;57;L=4;57;85;
2217;L=3;44;73;L=4;73;124;
2218;L=3;48;78;L=4;78;130;
2219;L=3;57;99;L=4;99;175;
2220;L=3;56;101;L=4;101;186;
2221;L=3;60;106;L=4;106;192;
2222;L=3;58;106;L=4;106;194;
2223;L=3;28;41;L=4;41;64;
2224;L=3;32;46;L=4;46;70;
2225;L=3;37;62;L=4;62;109;
2226;L=3;41;67;L=4;67;115;
2227;L=3;46;83;L=4;83;154;
2228;L=3;50;88;L=4;88;160;
2229;L=3;53;94;L=4;94;169;
2230;L=3;35;52;L=4;52;79;
2231;L=3;39;57;L=4;57;85;
2232;L=3;44;73;L=4;73;124;
2233;L=3;48;78;L=4;78;130;
2234;L=3;57;99;L=4;99;175;
2235;L=3;56;101;L=4;101;186;
2236;L=3;60;106;L=4;106;192;
2237;L=3;62;111;L=4;111;200;
2238;L=3;16;17;L=4;17;16;
2239;L=3;21;25;L=4;25;27;
2240;L=3;25;30;L=4;30;33;
2241;L=3;34;51;L=4;51;78;
2242;L=3;30;46;L=4;46;72;
2243;L=3;39;67;L=4;67;117;
2244;L=3;43;72;L=4;72;123;
2245;L=3;48;88;L=4;88;162;
2246;L=3;30;46;L=4;46;72;
2247;L=3;34;51;L=4;51;78;
2248;L=3;39;67;L=4;67;117;
2249;L=3;43;72;L=4;72;123;
2250;L=3;52;93;L=4;93;168;
2251;L=3;55;99;L=4;99;177;
2252;L=3;37;57;L=4;57;87;
2253;L=3;41;62;L=4;62;93;
2254;L=3;46;78;L=4;78;132;
2255;L=3;50;83;L=4;83;138;
2256;L=3;59;104;L=4;104;183;
2257;L=3;63;112;L=4;112;200;
2258;L=3;28;31;L=4;31;31;
2259;L=3;33;47;L=4;47;70;
2260;L=3;37;52;L=4;52;76;
2261;L=3;42;68;L=4;68;115;
2262;L=3;46;73;L=4;73;121;
2263;L=3;51;89;L=4;89;160;
2264;L=3;37;52;L=4;52;76;
2265;L=3;42;68;L=4;68;115;
2266;L=3;46;73;L=4;73;121;
2267;L=3;55;94;L=4;94;166;
2268;L=3;58;100;L=4;100;175;
2269;L=3;44;63;L=4;63;91;
2270;L=3;49;79;L=4;79;130;
2271;L=3;53;84;L=4;84;136;
2272;L=3;62;105;L=4;105;181;
2273;L=3;61;107;L=4;107;192;
2274;L=3;65;112;L=4;112;198;
2275;L=3;67;117;L=4;117;206;
2276;L=3;33;47;L=4;47;70;
2277;L=3;37;52;L=4;52;76;
2278;L=3;42;68;L=4;68;115;
2279;L=3;46;73;L=4;73;121;
2280;L=3;51;89;L=4;89;160;
2281;L=3;55;94;L=4;94;166;
2282;L=3;58;100;L=4;100;175;
2283;L=3;40;58;L=4;58;85;
2284;L=3;44;63;L=4;63;91;
2285;L=3;49;79;L=4;79;130;
2286;L=3;53;84;L=4;84;136;
2287;L=3;62;105;L=4;105;181;
2288;L=3;61;107;L=4;107;192;
2289;L=3;65;112;L=4;112;198;
2290;L=3;60;105;L=4;105;183;
2291;L=3;26;31;L=4;31;33;
2292;L=3;30;36;L=4;36;39;
2293;L=3;35;52;L=4;52;78;
2294;L=3;39;57;L=4;57;84;
2295;L=3;44;73;L=4;73;123;
2296;L=3;48;78;L=4;78;129;
2297;L=3;53;94;L=4;94;168;
2298;L=3;35;52;L=4;52;78;
2299;L=3;39;57;L=4;57;84;
2300;L=3;44;73;L=4;73;123;
2301;L=3;48;78;L=4;78;129;
2302;L=3;57;99;L=4;99;174;
2303;L=3;64;110;L=4;110;189;
2304;L=3;42;63;L=4;63;93;
2305;L=3;46;68;L=4;68;99;
2306;L=3;51;84;L=4;84;138;
2307;L=3;55;89;L=4;89;144;
2308;L=3;68;118;L=4;118;207;
2309;L=3;29;32;L=4;32;32;
2310;L=3;34;48;L=4;48;71;
2311;L=3;38;53;L=4;53;77;
2312;L=3;43;69;L=4;69;116;
2313;L=3;47;74;L=4;74;122;
2314;L=3;52;90;L=4;90;161;
2315;L=3;38;53;L=4;53;77;
2316;L=3;43;69;L=4;69;116;
2317;L=3;47;74;L=4;74;122;
2318;L=3;56;95;L=4;95;167;
2319;L=3;59;101;L=4;101;176;
2320;L=3;45;64;L=4;64;92;
2321;L=3;50;80;L=4;80;131;
2322;L=3;54;85;L=4;85;137;
2323;L=3;63;106;L=4;106;182;
2324;L=3;62;108;L=4;108;193;
2325;L=3;66;113;L=4;113;199;
2326;L=3;62;108;L=4;108;193;
2327;L=3;34;48;L=4;48;71;
2328;L=3;38;53;L=4;53;77;
2329;L=3;43;69;L=4;69;116;
2330;L=3;47;74;L=4;74;122;
2331;L=3;52;90;L=4;90;161;
2332;L=3;56;95;L=4;95;167;
2333;L=3;59;101;L=4;101;176;
2334;L=3;41;59;L=4;59;86;
2335;L=3;45;64;L=4;64;92;
2336;L=3;50;80;L=4;80;131;
2337;L=3;54;85;L=4;85;137;
2338;L=3;63;106;L=4;106;182;
2339;L=3;66;113;L=4;113;199;
2340;L=3;61;106;L=4;106;184;
2341;L=3;27;32;L=4;32;34;
2342;L=3;31;37;L=4;37;40;
2343;L=3;36;53;L=4;53;79;
2344;L=3;40;58;L=4;58;85;
2345;L=3;45;74;L=4;74;124;
2346;L=3;49;79;L=4;79;130;
2347;L=3;54;95;L=4;95;169;
2348;L=3;36;53;L=4;53;79;
2349;L=3;40;58;L=4;58;85;
2350;L=3;45;74;L=4;74;124;
2351;L=3;49;79;L=4;79;130;
2352;L=3;58;100;L=4;100;175;
2353;L=3;65;111;L=4;111;190;
2354;L=3;43;64;L=4;64;94;
2355;L=3;47;69;L=4;69;100;
2356;L=3;52;85;L=4;85;139;
2357;L=3;56;90;L=4;90;145;
2358;L=3;65;114;L=4;114;202;
2359;L=3;22;24;L=4;24;24;
2360;L=3;27;40;L=4;40;63;
2361;L=3;31;45;L=4;45;69;
2362;L=3;36;61;L=4;61;108;
2363;L=3;40;66;L=4;66;114;
2364;L=3;45;82;L=4;82;153;
2365;L=3;31;45;L=4;45;69;
2366;L=3;36;61;L=4;61;108;
2367;L=3;40;66;L=4;66;114;
2368;L=3;49;87;L=4;87;159;
2369;L=3;52;93;L=4;93;168;
2370;L=3;38;56;L=4;56;84;
2371;L=3;43;72;L=4;72;123;
2372;L=3;47;77;L=4;77;129;
2373;L=3;56;98;L=4;98;174;
2374;L=3;55;100;L=4;100;185;
2375;L=3;59;105;L=4;105;191;
2376;L=3;57;105;L=4;105;193;
2377;L=3;27;40;L=4;40;63;
2378;L=3;31;45;L=4;45;69;
2379;L=3;36;61;L=4;61;108;
2380;L=3;40;66;L=4;66;114;
2381;L=3;45;82;L=4;82;153;
2382;L=3;49;87;L=4;87;159;
2383;L=3;52;93;L=4;93;168;
2384;L=3;34;51;L=4;51;78;
2385;L=3;38;56;L=4;56;84;
2386;L=3;43;72;L=4;72;123;
2387;L=3;47;77;L=4;77;129;
2388;L=3;56;98;L=4;98;174;
2389;L=3;55;100;L=4;100;185;
2390;L=3;59;105;L=4;105;191;
2391;L=3;61;110;L=4;110;199;
2392;L=3;15;16;L=4;16;15;
2393;L=3;20;24;L=4;24;26;
2394;L=3;24;29;L=4;29;32;
2395;L=3;33;50;L=4;50;77;
2396;L=3;29;45;L=4;45;71;
2397;L=3;38;66;L=4;66;116;
2398;L=3;42;71;L=4;71;122;
2399;L=3;47;87;L=4;87;161;
2400;L=3;29;45;L=4;45;71;
2401;L=3;33;50;L=4;50;77;
2402;L=3;38;66;L=4;66;116;
2403;L=3;42;71;L=4;71;122;
2404;L=3;51;92;L=4;92;167;
2405;L=3;54;98;L=4;98;176;
2406;L=3;36;56;L=4;56;86;
2407;L=3;40;61;L=4;61;92;
2408;L=3;45;77;L=4;77;131;
2409;L=3;49;82;L=4;82;137;
2410;L=3;58;103;L=4;103;182;
2411;L=3;62;111;L=4;111;199;
2412;L=3;27;30;L=4;30;30;
2413;L=3;32;46;L=4;46;69;
2414;L=3;36;51;L=4;51;75;
2415;L=3;41;67;L=4;67;114;
2416;L=3;45;72;L=4;72;120;
2417;L=3;50;88;L=4;88;159;
2418;L=3;36;51;L=4;51;75;
2419;L=3;41;67;L=4;67;114;
2420;L=3;45;72;L=4;72;120;
2421;L=3;54;93;L=4;93;165;
2422;L=3;57;99;L=4;99;174;
2423;L=3;43;62;L=4;62;90;
2424;L=3;48;78;L=4;78;129;
2425;L=3;52;83;L=4;83;135;
2426;L=3;61;104;L=4;104;180;
2427;L=3;60;106;L=4;106;191;
2428;L=3;64;111;L=4;111;197;
2429;L=3;66;116;L=4;116;205;
2430;L=3;32;46;L=4;46;69;
2431;L=3;36;51;L=4;51;75;
2432;L=3;41;67;L=4;67;114;
2433;L=3;45;72;L=4;72;120;
2434;L=3;50;88;L=4;88;159;
2435;L=3;54;93;L=4;93;165;
2436;L=3;57;99;L=4;99;174;
2437;L=3;39;57;L=4;57;84;
2438;L=3;43;62;L=4;62;90;
2439;L=3;48;78;L=4;78;129;
2440;L=3;52;83;L=4;83;135;
2441;L=3;61;104;L=4;104;180;
2442;L=3;60;106;L=4;106;191;
2443;L=3;64;111;L=4;111;197;
2444;L=3;59;104;L=4;104;182;
2445;L=3;25;30;L=4;30;32;
2446;L=3;29;35;L=4;35;38;
2447;L=3;34;51;L=4;51;77;
2448;L=3;38;56;L=4;56;83;
2449;L=3;43;72;L=4;72;122;
2450;L=3;47;77;L=4;77;128;
2451;L=3;52;93;L=4;93;167;
2452;L=3;34;51;L=4;51;77;
2453;L=3;38;56;L=4;56;83;
2454;L=3;43;72;L=4;72;122;
2455;L=3;47;77;L=4;77;128;
2456;L=3;56;98;L=4;98;173;
2457;L=3;63;109;L=4;109;188;
2458;L=3;41;62;L=4;62;92;
2459;L=3;45;67;L=4;67;98;
2460;L=3;50;83;L=4;83;137;
2461;L=3;54;88;L=4;88;143;
2462;L=3;63;112;L=4;112;200;
2463;L=3;28;31;L=4;31;31;
2464;L=3;33;47;L=4;47;70;
