SPL;Number of Products;ESG-Fx Number of Vertices;ESG-Fx Number of Edges; Avg Number of Vertices; Avg Number of Edges;Total Number of Sequences: randomwalk;Total Number of Events: randomwalk;Avg Number of Sequences: randomwalk;Avg Number of Events: randomwalk;Average randomwalkcoverage;Total Number of Sequences: eventcoverage;Total Number of Events: eventcoverage;Avg Number of Sequences: eventcoverage;Avg Number of Events: eventcoverage;Average eventcoverage;Total Number of Sequences: eventcouplecoverage;Total Number of Events: eventcouplecoverage;Avg Number of Sequences: eventcouplecoverage;Avg Number of Events: eventcouplecoverage;Average eventcouplecoverage;Total Number of Sequences: eventtriplecoverage;Total Number of Events: eventtriplecoverage;Avg Number of Sequences: eventtriplecoverage;Avg Number of Events: eventtriplecoverage;Average eventtriplecoverage;Total Number of Sequences: eventquadruplecoverage;Total Number of Events: eventquadruplecoverage;Avg Number of Sequences: eventquadruplecoverage;Avg Number of Events: eventquadruplecoverage;Average eventquadruplecoverage
Svia;1599;222;602;181,90;494,90;52723569;845013774;32972,84;528463,90;99,64;176616;1630844;110,45;1019,91;100,00;476925;4623251;298,26;2891,34;100,00;563526;5594985;352,42;3499,05;100,00;776761;8056861;485,78;5038,69;100,00
