SPL;Product;Level;Operator;TotalMutants;CoveredMutants;CoverageEquivalentMutants;CoveragePercent;TestFileFound;TestFilePath
eMail;P0001;L4;EdgeOmission;15;14;1;93.33;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0001_L4.txt
eMail;P0002;L4;EdgeOmission;17;16;1;94.12;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0002_L4.txt
eMail;P0003;L4;EdgeOmission;19;18;1;94.74;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0003_L4.txt
eMail;P0004;L4;EdgeOmission;20;19;1;95.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0004_L4.txt
eMail;P0005;L4;EdgeOmission;16;15;1;93.75;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0005_L4.txt
eMail;P0006;L4;EdgeOmission;18;17;1;94.44;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0006_L4.txt
eMail;P0007;L4;EdgeOmission;22;21;1;95.45;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0007_L4.txt
eMail;P0008;L4;EdgeOmission;22;21;1;95.45;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0008_L4.txt
eMail;P0009;L4;EdgeOmission;15;14;1;93.33;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0009_L4.txt
eMail;P0010;L4;EdgeOmission;17;16;1;94.12;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0010_L4.txt
eMail;P0011;L4;EdgeOmission;19;18;1;94.74;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0011_L4.txt
eMail;P0012;L4;EdgeOmission;21;20;1;95.24;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0012_L4.txt
eMail;P0013;L4;EdgeOmission;24;23;1;95.83;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0013_L4.txt
eMail;P0014;L4;EdgeOmission;18;17;1;94.44;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0014_L4.txt
eMail;P0015;L4;EdgeOmission;20;19;1;95.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0015_L4.txt
eMail;P0016;L4;EdgeOmission;21;21;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0016_L4.txt
eMail;P0017;L4;EdgeOmission;15;15;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0017_L4.txt
eMail;P0018;L4;EdgeOmission;17;17;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0018_L4.txt
eMail;P0019;L4;EdgeOmission;19;19;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0019_L4.txt
eMail;P0020;L4;EdgeOmission;21;21;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0020_L4.txt
eMail;P0021;L4;EdgeOmission;23;23;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0021_L4.txt
eMail;P0022;L4;EdgeOmission;17;17;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0022_L4.txt
eMail;P0023;L4;EdgeOmission;19;19;0;100.0;True;/Users/dilekozturk/git/esg-with-feature-expressions/files/Cases/eMail/testsequences/L4/P0023_L4.txt
