SPL;Number of Products;ESG-Fx Number of Vertices;ESG-Fx Number of Edges; Avg Number of Vertices; Avg Number of Edges;Total Number of Sequences: randomwalk;Total Number of Events: randomwalk;Avg Number of Sequences: randomwalk;Avg Number of Events: randomwalk;Average randomwalkcoverage;Total Number of Sequences: eventcoverage;Total Number of Events: eventcoverage;Avg Number of Sequences: eventcoverage;Avg Number of Events: eventcoverage;Average eventcoverage;Total Number of Sequences: eventcouplecoverage;Total Number of Events: eventcouplecoverage;Avg Number of Sequences: eventcouplecoverage;Avg Number of Events: eventcouplecoverage;Average eventcouplecoverage;Total Number of Sequences: eventtriplecoverage;Total Number of Events: eventtriplecoverage;Avg Number of Sequences: eventtriplecoverage;Avg Number of Events: eventtriplecoverage;Average eventtriplecoverage;Total Number of Sequences: eventquadruplecoverage;Total Number of Events: eventquadruplecoverage;Avg Number of Sequences: eventquadruplecoverage;Avg Number of Events: eventquadruplecoverage;Average eventquadruplecoverage
SAS;88;48;83;30,43;45,34;2559;17085;29,08;194,15;96,43;879;5344;9,99;60,73;100,00;1236;7869;14,05;89,42;100,00;2202;14889;25,02;169,19;100,00;3728;28137;42,36;319,74;100,00
